          57
           1         127
           1   5.3078251      0.10000000    
           2   4.9950380      0.10000000    
           3   19.734772      0.10000000    
           4   23.060665      0.10000000    
           5   29.623985      0.10000000    
           6   7.1435671      0.10000000    
           7   6.8085060      0.10000000    
           8   12.357688      0.10000000    
           9   6.9141531      0.10000000    
          10   6.8441401      0.10000000    
          11   27.088163      0.10000000    
          12   7.7308402      0.10000000    
          13   4.8596101      0.10000000    
          14   6.0321279      0.10000000    
          15   15.298796      0.10000000    
          16   5.2459660      0.10000000    
          17   13.393409      0.10000000    
          18   2.1198289      0.10000000    
          19   5.2328620      0.10000000    
          20   4.5245619      0.10000000    
          21   2.2739420      0.10000000    
          22   7.4251461      0.10000000    
          23   4.7159152      0.10000000    
          24   9.5601444      0.10000000    
          25   4.8683562      0.10000000    
          26   4.6565509      0.10000000    
          27   5.7280812      0.10000000    
          28   2.2885780      0.10000000    
          29   7.0133762      0.10000000    
          30   15.329950      0.10000000    
          31   5.3798232      0.10000000    
          32   7.1432109      0.10000000    
          33   4.0715342      0.10000000    
          34   1.8271300      0.10000000    
          35   4.2580509      0.10000000    
          36   37.704647      0.10000000    
          37   10.331401      0.10000000    
          38   6.4196692      0.10000000    
          39   13.370346      0.10000000    
          40   18.705872      0.10000000    
          41   12.770118      0.10000000    
          42   11.930967      0.10000000    
          43   8.2969198      0.10000000    
          44   52.465401      0.10000000    
          45   5.8761821      0.10000000    
          46   6.1544671      0.10000000    
          47   17.310005      0.10000000    
          48   11.572877      0.10000000    
          49   2.8829200      0.10000000    
          50   8.1480656      0.10000000    
          51   7.8644938      0.10000000    
          52   20.605919      0.10000000    
          53   10.401353      0.10000000    
          54   9.8727589      0.10000000    
          55   9.8438110      0.10000000    
          56   10.770527      0.10000000    
          57   4.4699569      0.10000000    
          58   4.3002830      0.10000000    
          59   16.935053      0.10000000    
          60   7.5716472      0.10000000    
          61   6.1095672      0.10000000    
          62   26.032902      0.10000000    
          63   7.9015398      0.10000000    
          64   20.714581      0.10000000    
          65   5.6774158      0.10000000    
          66   20.955082      0.10000000    
          67   16.918949      0.10000000    
          68   2.3672969      0.10000000    
          69   10.992804      0.10000000    
          70   7.2076240      0.10000000    
          71   5.3604598      0.10000000    
          72   11.268244      0.10000000    
          73   6.4910259      0.10000000    
          74   6.6034670      0.10000000    
          75   47.893791      0.10000000    
          76   5.0051570      0.10000000    
          77   3.1813560      0.10000000    
          78   14.133052      0.10000000    
          79   35.661846      0.10000000    
          80   5.3652029      0.10000000    
          81   6.5285792      0.10000000    
          82   31.991821      0.10000000    
          83   9.5464334      0.10000000    
          84   8.2395411      0.10000000    
          85   10.837505      0.10000000    
          86   24.324284      0.10000000    
          87   5.1553230      0.10000000    
          88   6.9778199      0.10000000    
          89   6.1055570      0.10000000    
          90   6.6576972      0.10000000    
          91   6.1958160      0.10000000    
          92   4.1165562      0.10000000    
          93   6.4518442      0.10000000    
          94   11.532350      0.10000000    
          95   10.392241      0.10000000    
          96   4.3498912      0.10000000    
          97   13.542529      0.10000000    
          98   40.637344      0.10000000    
          99   6.1337152      0.10000000    
         100   5.1874590      0.10000000    
         101   4.5671558      0.10000000    
         102   12.664520      0.10000000    
         103   9.1937666      0.10000000    
         104   22.024895      0.10000000    
         105   5.2781382      0.10000000    
         106   24.398390      0.10000000    
         107   2.4933660      0.10000000    
         108   5.6238141      0.10000000    
         109   5.1232519      0.10000000    
         110   8.8808308      0.10000000    
         111   5.7402778      0.10000000    
         112   5.0658979      0.10000000    
         113   18.926125      0.10000000    
         114   23.951269      0.10000000    
         115   2.2106359      0.10000000    
         116   9.7645960      0.10000000    
         117   9.0822630      0.10000000    
         118   13.226712      0.10000000    
         119   13.734137      0.10000000    
         120   5.0039558      0.10000000    
         121   7.4665380      0.10000000    
         122   4.5233698      0.10000000    
         123   13.674578      0.10000000    
         124   2.6673059      0.10000000    
         125   46.806396      0.10000000    
         126   19.178129      0.10000000    
         127   26.286230      0.10000000    
           2         180
           5   24.734877      0.10000000    
           6   10.882667      0.10000000    
           7   2.5635910      0.10000000    
         128   30.551067      0.10000000    
           8   10.217847      0.10000000    
           9   5.1894231      0.10000000    
          10   2.7422271      0.10000000    
          12   6.3864708      0.10000000    
          13   5.6647940      0.10000000    
          14   5.1460209      0.10000000    
          15   7.2320471      0.10000000    
          16   3.9321091      0.10000000    
          17   8.2788258      0.10000000    
         129   21.032001      0.10000000    
         130   23.179626      0.10000000    
         131   1.6851590      0.10000000    
         132   23.474661      0.10000000    
         133   3.9290249      0.10000000    
         134   8.6331158      0.10000000    
         135   25.406210      0.10000000    
         136   14.197522      0.10000000    
         137   11.553389      0.10000000    
         138   17.038769      0.10000000    
         139   5.0861411      0.10000000    
