     1     1     1     0       8.630469    F    F
     2     1     1     0      37.957180    F    F
     3     1     1     0      14.267807    F    F
     4     1     1     0      11.857770    F    F
     5     1     1     0      11.539643    F    F
     6     1     1     0      11.951531    F    F
     7     1     1     0      13.001055    F    F
     8     1     1     0       9.301162    F    F
     9     1     1     0       4.011273    F    F
    10     1     1     0       9.137678    F    F
    11     1     1     0       8.091556    F    F
    12     1     1     0      10.850458    F    F
    13     1     1     0       4.306837    F    F
    14     1     1     0      12.570668    F    F
    15     1     1     0       8.421371    F    F
    16     1     1     0       8.657593    F    F
    17     1     1     0       8.176369    F    F
    18     1     1     0       9.881787    F    F
    19     1     1     0       4.008163    F    F
    20     1     1     0      12.360142    F    F
    21     1     1     0      25.301362    F    F
    22     1     1     0       9.275508    F    F
    23     1     1     0      11.987853    F    F
    24     1     1     0       7.097629    F    F
    25     1     1     0       3.422803    F    F
    26     1     1     0       7.600334    F    F
    27     1     1     0      13.605125    F    F
    28     1     1     0      10.279233    F    F
    29     1     1     0      10.512740    F    F
    30     1     1     0      19.022970    F    F
    31     1     1     0       5.572482    F    F
    32     1     1     0      14.764876    F    F
    33     1     1     0      13.638817    F    F
    34     1     1     0      33.922958    F    F
    35     1     1     0      19.796478    F    F
    36     1     1     0      18.499221    F    F
    37     1     1     0      18.426885    F    F
    38     1     1     0      18.496152    F    F
    39     1     1     0       7.903031    F    F
    40     1     1     0       7.809614    F    F
    41     1     1     0      28.437793    F    F
    42     1     1     0      12.716423    F    F
    43     1     1     0      10.578192    F    F
    44     1     1     0      12.907102    F    F
    45     1     1     0      34.434809    F    F
    46     1     1     0       4.134996    F    F
    47     1     1     0      17.209694    F    F
    48     1     1     0      12.776335    F    F
    49     1     1     0       9.450407    F    F
    50     1     1     0      11.301566    F    F
    51     1     1     0      11.241874    F    F
    52     1     1     0      47.241259    F    F
    53     1     1     0       9.042145    F    F
    54     1     1     0       5.553743    F    F
    55     1     1     0       9.306889    F    F
    56     1     1     0      15.951296    F    F
    57     1     1     0      13.782944    F    F
    58     1     1     0      16.836373    F    F
    59     1     1     0       9.078267    F    F
    60     1     1     0      11.713457    F    F
    61     1     1     0      10.440895    F    F
